text,binary,multiclass,id
"#USER# #USER# #USER# #USER# Wow.. that’s incredible being that the death count only exceeded to half the population of my county. Now if we were talking even at 1% (3 million people) you would have more leverage on this case. But when numbers are at half a percent, your case isn’t credible",Not Hope,Not Hope,4905
"#USER# Every time I have to fly, I always think to myself, “Damn I wish I could do this for longer and pay even more”",Hope,Unrealistic Hope,7759
Hey #USER# I just wanted to give you a shout out. No matter what is going on I can always count on you to bring some positivity and passion to my timeline. I appreciate the hell outta you bud!,Hope,Generalized Hope,5518
"#USER# Somebody I know who’s been right on everything else Town related so far.
I never normally post rumours but this guy has never been wrong yet so I’m hopeful he doesn’t let me down.",Hope,Realistic Hope,2918
"Just as I feared, women are fleeing states where they have been made victims and criminals if they desire a free choice of an abortion.",Not Hope,Not Hope,8234
"#USER# please leesh, our countries the united states and the united kingdom yearn for freedom",Hope,Generalized Hope,3434
"#USER# #USER# Thank you Scott for your hard work. 

Are these true conservatives or democrats hoping to skew the election?",Not Hope,Not Hope,4307
"The soundtrack choices on The Umbrella Academy are world class..

I aspire to that level of music supervisorship

Gimme like 5 more years ⚡🎶",Hope,Realistic Hope,7579
"#USER# Absolutely love your work! Sky watcher here too👍 (too lazy to chase, lol) . Truly aspire to take sky/weather photos like yours.",Hope,Realistic Hope,6445
#USER# #USER# This should be the core of the reason...the values. It is your right and i hope in future you can reunite with Jesus and his Holy Apostolic Church 🙏🙏,Hope,Generalized Hope,2197
"#USER# #USER# #USER# #USER# #USER# I find that last sentence hard to believe, although all of this is questionable at best; and demonstrably false that it's the LEFT becoming more extreme and not the RIGHT. Interestingly enough, I traversed the opposite path, which makes me wonder how your morals changed this way",Not Hope,Not Hope,1251
#USER# I've used both rayon and nylon tulle. I was hoping to find some nylon tulle for this project! Although poly is cheap and abundant,Hope,Realistic Hope,1434
#USER# maybe if we werent expecting our elected officials to dress like elites they might not aspire to be elites.,Hope,Unrealistic Hope,7928
this is my current lockscreen and the intern just asked me if this was my boyfriend 😭😭 girl I wish #URL#,Hope,Unrealistic Hope,380
"Today has felt like a great day!

Found some incredible art. Met some amazing new people. Seen my old work get some love. New work in the mix.

Thank you all for your relentless support. I hope I can keep trying to rerun the favour.

Tomorrow. We go again. 
Good night folks. 🖤🤍 #URL#",Hope,Generalized Hope,2766
#USER# I usually figure 65 psi is safe area. Depends on thr heat you anticipate as well.,Not Hope,Not Hope,3284
"#USER# yes i didn't have any classes this morning so i could rest well ☺️ it's too hot already tho.. hbu rae, are you ok ? yup let's pray togetherrr 🙏🕯🕯",Not Hope,Not Hope,6195
"#USER# #USER# I tried text and it’s too big, hope this screenshot is better: #URL#",Hope,Generalized Hope,4685
#USER# I’m so very sorry.  I hope she is able to get the medical attention she needs.  Hugs!,Hope,Generalized Hope,4643
"God willing, by the time this judicial session is over Republicans will be allowed to baptize your heathen children in gym class, inshallah. 🙏🏼 #URL#",Hope,Unrealistic Hope,1753
"#USER# i lost my granddad to cancer in 2020 and i can not say that you'll be absolutely fine, there will be days where you'll YEARN for j a glimpse, but every time you think about them in the future, in a few years, you'll smile :) 
the memories are a blessing &lt;3",Hope,Generalized Hope,1934
"#USER# That's an 18 minute video, you really expect me to sit there and listen to things I already know for that long!? 

I cancelled my #USER# because of He-Man then #USER# because of this shit!!! 

And thanks to them I'm now writing my own worlds! 🤣",Not Hope,Not Hope,4006
people who do shit to other people n then cry when it’s done to them are so annoying what did u expect,Not Hope,Not Hope,2536
"#USER# Don't quote me on this, but I'm pretty sure people tried to claim that the original Horton Hears A Who book was supposed to be a pro-life metaphor, but Dr. Seuss turned that down immediately. So, why would they expect the movie to be any different?",Not Hope,Not Hope,5791
"#USER# #USER# I wish I could not include include parents on that list that failed them but unfortunately I must. I think the phones are a major divider/programmer and we all get caught in the feed and see/hear things we shouldn't, and our kids do the same. The Family has been fractured",Not Hope,Not Hope,7722
"#USER# #USER# #USER# #USER# Right. I was responding to Lee's claim about my desire to destroy non-Christian religions. My beef here is not with non-Christian religions, but anti-Christian ""religions."" Non-Buddhist=fine; anti-Buddhist=gtfo.",Not Hope,Not Hope,1154
Lot of hate for this. I for one yearn for a world where we make more impossible things happen #URL#,Hope,Unrealistic Hope,4219
"#USER# #USER# You know fuck all sunshine. 

It hurts your heart that you can’t Dox me. You were hoping Gatiss could weren’t you?

You even gave Claire Khan money to try find me LOL 

It’ll never happen Steve, you’ll have to keep on trying.",Hope,Generalized Hope,1586
"#USER# #USER# #USER# #USER# Yes, you can buy tickets on the night. But I anticipate it will be hectic, so I would get in early!",Not Hope,Not Hope,1302
"#USER# #USER# #USER# #USER# #USER# #USER# I have. Turns out “life at first breath“ is a verse from Genesis, and describes how God created the first human, not how humans procreate. Religious Jews do not believe in abortion",Not Hope,Not Hope,6336
"#USER# Here's hoping, I don't have much choice now 😂 At least I know what's been cut will be going to good use 😊💇‍♀️",Hope,Generalized Hope,2922
"#USER# unfortunately I am not code savvy, but I aspire to learn solidity, then java and python if the first goes well",Hope,Realistic Hope,3311
"i called you my best friends, at one point you were my best friend. cause people show their true colors when needed. you told me that. remember? i do wonder if you are okay. i wish i could see the look on your face when i changed my password to the hulu. no more for you lmao",Hope,Unrealistic Hope,5992
"#USER# I cannot believe your hateful comments. With this, she isn't the stupid one. THE UNBORN BABY, AT 6 WEEKS, HAS A BEATING HEART BUT THE MOTHERS THAT KILL THEIR UNBORN BABIES DON'T. LIKE YOU.",Not Hope,Not Hope,1886
"#USER# The syrups I have are “zero calories” and I really don’t mind the flavours, coconut milk just doesn’t fill me up like cows milk, it’s like it less dense maybe I don’t know, I’m just hoping right now my liver remembers how to do gluconeogenesis.",Hope,Realistic Hope,5335
"MW2019 and the Original #Warzone from #InfinityWard was the best #CallOfDuty experience ever.
Very much excited and hopeful #MW2 will bring the same fun to me and the boys! #URL#",Hope,Generalized Hope,7228
"Im tire of these small gears, being caught in the tangle of their sprockets. 

I yearn for big gears and tensioned rope. Tarred lengths of cable that allow boulders and cows to be flung over curtain walls...",Hope,Unrealistic Hope,4308
"SELF LOVE 💕 
Your mind will always believe everything you tell it.

Feed it faith.
Feed it truth.
Feed it with love.
Good Morning!

@SB19Official #SB19
#StanWorld #ChitChatParty #SWNewSeason",Hope,Generalized Hope,2552
"#USER# And a great majority of them are grateful their mothers had the choice to decide for herself when to get pregnant &amp; raise a child to best ensure theirs would be a hopeful life. You are horrible for forcing pregnancy &amp; birth on people not yet ready, willing or healthfully able.",Hope,Generalized Hope,1409
I’ve been getting signs from him all week I just pray it’s not another lost 😞,Hope,Generalized Hope,4157
"#USER# I hope this doesn't mean politicians like you plan on advertising ""Vermont: We're open for all of your abortion needs."" or The Vermont Department of Tourism &amp; Marketing doesn't tell the country that ""Vermont can be your abortion destination as well as a place to go on vacation"".",Hope,Realistic Hope,1600
"Good night dear all! I wish you an undisturbed night's sleep and eventful, fantastic dreams!💕💖💕✨⭐️🪐💤😴💤🪐⭐️✨💕💖💕 #URL#",Hope,Generalized Hope,7733
Bro Im crying happy tears at the major celebrities that are posting in regards to #roevwade 🥹🤍. Their platforms are so massive. #USER# has 104 million followers on ig and #USER# has 64 mill. I'm scared but hopeful 🥺😢🫶🏼.,Hope,Generalized Hope,4278
#USER# I can’t Wait to see all of the mens’ symptoms! I anticipate a lot of mood swings and crying jags,Not Hope,Not Hope,7306
#USER# #USER# Why do you feel so emboldened to start off with - do you not understand?  I believe voting blue is the only way to save our democracy! Period!,Not Hope,Not Hope,5556
"After reading the book #DoNotDieInTheirWar by #USER# I wished to be adopted as his foster son. However, I encourage everyone who yearn for a Better Nigeria to read the book.
Our New Mantra Is Restructuring.
#Restructuring",Not Hope,Not Hope,7905
"#USER# done. thank you kak for holding this giveaway, hope you are always healthy, hope a lot of happiness comes to you and given smooth sustenance. always take care of your health, have a nice day always💗 mau spay🙇🏻‍♀️",Hope,Generalized Hope,1695
What a Pitiful Pathetic Shame/Sham that the Most Selfish Deluded Incapable Prop #USER#  Biden REFUSES to Count On America for Our Own Oil/Energy Production. #URL#,Hope,Generalized Hope,1606
